Date,Ticker,Attribute,Value
2020-09-03,AAPL,Adj Close,118.12936401367188
2020-09-04,AAPL,Adj Close,118.20752716064453
2020-09-08,AAPL,Adj Close,110.25276947021484
2020-09-09,AAPL,Adj Close,114.65038299560547
2020-09-10,AAPL,Adj Close,110.90750885009766
2020-09-11,AAPL,Adj Close,109.451416015625
2020-09-14,AAPL,Adj Close,112.73497772216797
2020-09-15,AAPL,Adj Close,112.91087341308594
2020-09-16,AAPL,Adj Close,109.57846069335938
2020-09-17,AAPL,Adj Close,107.8292007446289
2020-09-18,AAPL,Adj Close,104.40882873535156
2020-09-21,AAPL,Adj Close,107.57511138916016
2020-09-22,AAPL,Adj Close,109.2657470703125
2020-09-23,AAPL,Adj Close,104.68246459960938
2020-09-24,AAPL,Adj Close,105.75743103027344
2020-09-25,AAPL,Adj Close,109.72505187988281
